,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
8.5E+12,0,0.999999453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-29,1.75E-62,7.35E-17,3.62E-12,0.037024532,0.014969663,0.385235334,0.664456466,0.514606159,0.914917397,0.918644112,0.983479046,0.999576356
8.6E+12,0,0.999999456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-29,3.39E-63,4.86E-17,2.72E-12,0.035923155,0.014399206,0.382300478,0.6616538,0.511964472,0.912724526,0.921339976,0.984691746,0.99925832
8.7E+12,0,0.999999459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-29,6.55E-64,3.19E-17,2.04E-12,0.034858995,0.01380102,0.37871884,0.659385091,0.508737534,0.913456291,0.922759483,0.982768345,0.998204368
8.8E+12,0,0.999999462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-29,1.27E-64,2.12E-17,1.52E-12,0.033871475,0.013315578,0.376245411,0.658264286,0.50682502,0.909848336,0.922501124,0.979477405,0.995990797
8.9E+12,0,0.999999465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25E-30,2.45E-65,1.40E-17,1.14E-12,0.032897752,0.012756635,0.373894271,0.656267581,0.504778617,0.911725019,0.918228091,0.979735238,0.994248772
9E+12,0,0.999999468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E-30,4.74E-66,9.21E-18,8.54E-13,0.031908153,0.012307505,0.37128123,0.654234511,0.501775975,0.909160636,0.919771676,0.981403527,0.995486657
9.1E+12,0,0.999999471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-30,9.17E-67,6.09E-18,6.38E-13,0.030975733,0.011821971,0.368374086,0.653787687,0.499550022,0.910966266,0.918798066,0.986893218,0.99275026
9.2E+12,0,0.999999474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81E-31,1.77E-67,4.03E-18,4.77E-13,0.030078848,0.011358774,0.365968089,0.652356646,0.49666733,0.909555896,0.920931441,0.984011551,0.998956725
9.3E+12,0,0.999999477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-31,3.44E-68,2.67E-18,3.58E-13,0.029192248,0.010932012,0.363160698,0.649778302,0.495325724,0.910467239,0.915393094,0.981000695,0.997557364
9.4E+12,0,0.99999948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E-31,6.65E-69,1.75E-18,2.68E-13,0.028332267,0.010510968,0.36115832,0.647637631,0.493230775,0.909652886,0.917516707,0.983106921,0.999462342
